model_family,target_column,forecast_origin,draw_id,horizon,target_quarter,value
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,23,2,2026Q2,3.0634281263635126
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,23,3,2026Q3,2.7703031675518117
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,23,4,2026Q4,2.6607501509228624
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,23,5,2027Q1,2.8350541114018015
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,23,6,2027Q2,2.821451926012527
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,23,7,2027Q3,2.7128237704497336
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,23,8,2027Q4,2.788584519158044
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,24,1,2026Q1,3.665061263303795
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,24,2,2026Q2,3.8822149605824783
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,24,3,2026Q3,3.7540248381553125
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,24,4,2026Q4,3.699323068281819
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,24,5,2027Q1,3.517209144583456
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,24,6,2027Q2,3.54763721619966
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,24,7,2027Q3,3.694436635963999
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,24,8,2027Q4,3.7011892575709227
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,25,1,2026Q1,3.95587318879434
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,25,2,2026Q2,4.199051261397107
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,25,3,2026Q3,4.20359260328804
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,25,4,2026Q4,4.045585727263855
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,25,5,2027Q1,3.956545311994803
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,25,6,2027Q2,3.8736053822791012
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,25,7,2027Q3,3.714639055059708
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,25,8,2027Q4,3.898974835004308
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,26,1,2026Q1,3.0425678488370376
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,26,2,2026Q2,2.931826505248155
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,26,3,2026Q3,2.7232698778735474
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,26,4,2026Q4,2.6377382432930334
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,26,5,2027Q1,2.4209309849889356
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,26,6,2027Q2,2.401461930919536
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,26,7,2027Q3,2.38528852906703
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,26,8,2027Q4,2.2930346556928005
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,27,1,2026Q1,3.4159751606702575
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,27,2,2026Q2,3.4355937004161485
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,27,3,2026Q3,3.4552632874988793
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,27,4,2026Q4,3.4359660901129563
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,27,5,2027Q1,3.0810426577103196
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,27,6,2027Q2,2.8084217552555097
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,27,7,2027Q3,2.4275669125884236
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,27,8,2027Q4,2.4315329176796845
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,28,1,2026Q1,3.3269200262938594
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,28,2,2026Q2,3.3994549177031073
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,28,3,2026Q3,3.525500557164083
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,28,4,2026Q4,3.8315963742863564
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,28,5,2027Q1,4.190359834095981
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,28,6,2027Q2,4.238806616409835
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,28,7,2027Q3,4.4352922049413905
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,28,8,2027Q4,4.3904134134489965
